timestamp,filename,category,content
2025-07-11T01:24:05.636304,uploaded,qa,"Q: Simplify the legal text in layman terms.
A: I'd be happy to help simplify this legal text for you.

The Indian Evidence Act, 1872 is a law that sets out the rules for presenting evidence in court. Here's what it says:

**What's Relevant?**
Evidence can only be presented if it's relevant to the case. This means that it must be related to the issue or dispute being argued.

**Different Types of Evidence**
The Act also defines different types of evidence, including:

* Facts that are already established
* Motives and previous behavior
* Things people have said or done in relation to a particular issue
* Facts that help explain why something happened

**Admissions**
An admission is when someone involved in the case says something that can be used against them. Admissions can come from:

* The person themselves
* Someone acting on their behalf
* A representative of theirs
* Someone who gets their interest or property from them

**Using Admissions Against People**
The Act also explains how admissions can be used against people in court.

Let me know if you have any specific questions or if there's anything else I can help with!"
2025-07-11T01:24:05.973754,uploaded,qa,"Q: Break into clauses and explain.
A: I'd be happy to help you break down the Indian Evidence Act, 1872, into clauses and provide explanations.

**Preamble**
The preamble sets the stage for the act by outlining its purpose and scope. It's a brief introduction that explains what the act is about and how it aims to regulate evidence in legal proceedings.

**Part I: RELEVANCY OF FACTS**
This part deals with the relevance of facts in legal proceedings. The following chapters and sections will explain when certain facts are considered relevant or irrelevant.

**CHAPTER I –– PRELIMINARY**
This chapter sets the stage for the rest of the act by defining key terms, such as ""court"", ""fact"", ""relevant"", and others.

* **Section 1: Short title. Extent. Commencement of Act.**
These sections provide basic information about the act, including its short title, scope, and effective date.
* **Section 2: [Repealed.]**
This section has been repealed, meaning it's no longer applicable or relevant.
* **Section 3: Interpretation-clause.**
This section defines key terms used in the act, such as ""court"", ""fact"", ""relevant"", etc.

**CHAPTER II –– OF THE RELEVANCY OF FACTS**
This chapter outlines when certain facts are considered relevant or irrelevant in legal proceedings.

* **Section 5: Evidence may be given of facts in issue and relevant facts.**
This section states that evidence can be presented for both the facts in issue (the main dispute) and any relevant facts.
* **Sections 6-13: Relevancy of various types of facts**
These sections explain when certain facts are considered relevant, such as those related to a transaction, occasion, cause, or effect.

**ADMISSIONS**
This part deals with the concept of admissions in legal proceedings.

* **Section 17: Admission defined.**
This section defines what an admission is and how it can be made.
* **Sections 18-23: Types of admissions and when they're relevant**
These sections explain different types of admissions, such as those made by parties, agents, or others involved in the case.

Let me know if you'd like me to continue breaking down the act into clauses and providing explanations!"
2025-07-11T01:24:36.118942,uploaded,qa,"Q: Simplify the legal text in layman terms.
A: I'd be happy to help simplify the legal text from the Indian Evidence Act, 1872 for you.

The main idea is that when we're trying to figure out what happened (called ""facts"" in law), we want to consider all the relevant information. This means looking at things that are closely related to the issue we're trying to resolve, like a puzzle piece that fits together with other pieces.

Here are some key points:

1. **Relevant facts**: We can look at facts that are directly connected to what's being disputed (called ""facts in issue""). These might be things that happened before, during, or after the main event.
2. **Transactions and connections**: If something is part of a bigger story or transaction, it can be relevant even if it didn't happen exactly when we're looking at.
3. **Motives and actions**: What people were thinking or planning (their ""state of mind"") or what they did before or after the main event can be important to consider.
4. **Explaining or introducing facts**: Sometimes, we need to look at things that happened earlier or later to understand what really went down.
5. **Conspiracies and agreements**: If people were working together on something (called a ""conspiracy""), what they said or did can be relevant too.

In short, the goal is to gather all the important details that help us figure out what actually happened."
2025-07-11T01:25:07.699251,uploaded,qa,"Q: Break into clauses and explain.
A: I'd be happy to help you break down the Indian Evidence Act, 1872 into clauses and provide explanations for each section.

**Part I: RELEVANCY OF FACTS**

**CHAPTER I. –– PRELIMINARY**

1. Short title. Extent. Commencement of Act.
This clause sets out the title of the act, its scope (extent), and when it came into effect (commencement).

2. [Repealed]
This section has been repealed, which means it is no longer in force.

3. Interpretation-clause.
This clause defines important terms used throughout the act:

* ""Court""
* ""Fact""
* ""Relevant""
* ""Facts in issue""
* ""Document""
* ""Evidence""
* ""Proved""
* ""Disproved""
* ""Not proved""
* ""India""

4. ""May Presume."" ""Shall presume."" ""Conclusive proof"".
These clauses explain when and how certain facts may be presumed (taken as true without evidence).

**CHAPTER II. –– OF THE RELEVANCY OF FACTS**

5. Evidence may be given of facts in issue and relevant facts.
This clause allows evidence to be presented for facts that are at issue (in dispute) or relevant to the case.

6-9. Relevancy of facts forming part of same transaction. Facts which are occasion, cause, or effect of facts in issue. Motive, preparation, and previous or subsequent conduct.
These sections explain when certain facts become relevant because they are related to the main issues in a case.

10-13. Facts necessary to explain or introduce relevant facts. Things said or done by conspirator in reference to common design. When facts not otherwise relevant become relevant. Facts tending to enable Court to determine amount are relevant.
These sections provide additional guidance on when certain facts become relevant and how they can be used as evidence.

**ADMISSIONS**

14-23. Admissions defined. Types of admissions. Proof of admissions against persons making them, and by or on their behalf. When oral admissions as to contents of documents are relevant.
This chapter deals with admissions (statements made by a party that can affect the case) and provides rules for when they can be used as evidence.

Please let me know if you'd like me to explain specific sections in more detail or if you have any further questions!"
2025-07-11T01:25:12.434882,uploaded,qa,"Q: Break into clauses and explain.
A: I'd be happy to help you understand the Indian Evidence Act, 1872!

The document is divided into sections, which can be broken down into clauses for better comprehension. Let's start from the beginning:

**CHAPTER I - PRELIMINARY**

* **SECTION 1**: Short title, extent, and commencement of the act.
	+ This section explains the title, scope, and starting date of the Indian Evidence Act, 1872.
* **SECTION 2**: Repealed (no longer applicable).
* **SECTION 3**: Interpretation clause - definitions for key terms:
	+ ""Court""
	+ ""Fact""
	+ ""Relevant""
	+ ""Facts in issue""
	+ ""Document""
	+ ""Evidence""
	+ ""Proved""
	+ ""Disproved""
	+ ""Not proved""
	+ ""India""

These definitions set the stage for understanding the relevance of facts and evidence throughout the Act.

Would you like me to continue explaining the sections or focus on a specific area?"
2025-07-11T01:34:03.506440,uploaded,summary,"This legal document outlines rules for presenting evidence in court. It covers when statements from witnesses or written records are considered relevant and acceptable as proof of facts. The document also specifies when questions can be asked to challenge a witness's credibility, and when certain types of questions are not allowed (such as those meant to insult or annoy). Additionally, it sets guidelines for admitting evidence that contradicts a witness's testimony, under specific circumstances."
2025-07-11T01:35:11.356646,uploaded,qa,"Q: Break into clauses and explain.
A: I'd be happy to help you break down the Indian Evidence Act, 1872 into clauses and provide explanations for each section.

**Part I - RELEVANCY OF FACTS**

**CHAPTER I. –– PRELIMINARY**

* **Section 1:** Short title, Extent, and Commencement of Act
	+ This section sets out the title of the Act, its scope (applying to India), and when it came into effect.
* **Section 2:** Repealed (no longer applicable)
* **Section 3:** Interpretation-clause
	+ Defines key terms used throughout the Act:
		- ""Court"" refers to any court or tribunal established by law.
		- ""Fact"" means a statement of fact, rather than an opinion or conclusion.
		- ""Relevant"" means having some bearing on the matter at hand (i.e., the suit).
		- ""Facts in issue"" are those disputed between parties in a lawsuit.
		- ""Document"" refers to any written or printed material (e.g., letter, agreement, report).
		- ""Evidence"" includes testimony, documents, and other forms of proof.
		- ""Proved"" means established by evidence as true; ""Disproved"" means the opposite is proved; and ""Not proved"" means no evidence exists to prove or disprove.

**CHAPTER II. –– OF THE RELEVANCY OF FACTS**

* **Section 5:** Evidence may be given of facts in issue and relevant facts
	+ Allows parties to present evidence related to disputed facts (facts in issue) as well as other relevant facts that may shed light on the case.
* **Section 6-9:** Relevancy of facts forming part of same transaction, Facts which are the occasion, cause or effect of facts in issue, etc.
	+ Establishes the relevance of various types of facts to the lawsuit:
		- Those related to the same transaction (Section 6).
		- Those that are the occasion, cause, or effect of facts in issue (Sections 7 and 8).
		- Facts necessary to explain or introduce relevant facts (Section 9).

Let me know if you'd like me to break down more sections!"
2025-07-11T01:35:11.997956,uploaded,qa,"Q: Break into clauses and explain.
A: I'd be happy to help break down the Indian Evidence Act, 1872 into clauses and provide explanations.

**Part I - RELEVANCY OF FACTS**

**CHAPTER I –– PRELIMINARY**

* **Section 1:** Short title. Extent. Commencement of Act.
	+ This section sets out the name of the act, its scope, and when it comes into effect.
* **Section 2:** [Repealed]
	+ This section is no longer in force as it has been repealed.

**CHAPTER II –– OF THE RELEVANCY OF FACTS**

These sections deal with what evidence can be presented in court. Here's a brief explanation of each:

* **Section 5:** Evidence may be given of facts in issue and relevant facts.
	+ This section states that evidence can be presented for facts that are at the heart of the case (facts in issue) as well as other related, relevant facts.
* **Section 6:** Relevancy of facts forming part of same transaction.
	+ When multiple events or transactions are connected, this section says that all relevant facts can be considered evidence.
* **Section 7:** Facts which are the occasion, cause or effect of facts in issue.
	+ This section covers situations where one event is related to another as a reason (cause), consequence (effect), or simultaneous occurrence (occasion).
* **Section 8:** Motive, preparation and previous or subsequent conduct.
	+ This section allows for evidence about the motivations, plans, and actions leading up to an event or following it.
* **Section 9:** Facts necessary to explain or introduce relevant facts.
	+ When explaining how one fact relates to another, this section says that all necessary facts can be presented as evidence.
* **Section 10:** Things said or done by conspirator in reference to common design.
	+ This section covers situations where multiple people are working together and their words or actions can be used as evidence against each other.

Let me know if you'd like me to explain any specific sections further or if you have any questions!"
2025-07-11T01:36:06.459759,uploaded,highlighted_clauses,"Based on the provided context information, I've identified several legal clauses that can be categorized as follows:

**Confidentiality**

1. **Presumption as to books, maps and charts (Section 87)**: This clause establishes a presumption that any book or published map/chart was written and published by the person it purports to have been written or published.

**Termination**

None

**Liability**

1. **Presumption as to due execution, etc., of documents not produced (Section 89)**: This clause establishes a presumption that every document called for but not produced was attested, stamped, and executed in the manner required by law.

**Dispute Resolution**

1. **Presumption as to documents thirty years old (Section 90)**: This clause allows the court to presume that signatures and other parts of a document, which purports to be in the handwriting of a particular person, are indeed in that person's handwriting.
2. **Presumption as to electronic records five years old (Section 90A)**: This clause establishes a presumption that an electronic message, forwarded through an electronic mail server, corresponds with the message fed into the computer for transmission.

**Miscellaneous**

1. **Explanation regarding custody of documents (Section 90 and Explanation)**: This clause clarifies what constitutes proper custody of documents, including situations where the court may presume the document was written or published by a particular person.
2. **Illustrations regarding relevant facts (Section 91)**: This clause provides examples of statements that can be considered relevant facts in various contexts.

Please note that these categories are not exhaustive, and some clauses might overlap between categories."
2025-07-11T01:36:19.636541,uploaded,qa,"Q: Break into clauses and explain.
A: I'd be happy to help you break down the Indian Evidence Act, 1872 into clauses and explain each section.

**Preamble**

The preamble sets out the purpose and scope of the Act. It does not contain any specific provisions or definitions.

**CHAPTER I - PRELIMINARY**

This chapter contains the preliminary definitions and provisions that apply throughout the Act.

* **Section 1: Short title, Extent, Commencement**
	+ Short title: The Indian Evidence Act, 1872
	+ Extent: The Act extends to the whole of India
	+ Commencement: The Act came into force on [date not specified]
* **Section 2: Repealed** (This section has been repealed and is no longer in effect)
* **Section 3: Interpretation-clause**
	+ Definition of ""Court""
	+ Definition of ""Fact""
	+ Definition of ""Relevant""
	+ Definition of ""Facts in issue""
	+ Definition of ""Document""
	+ Definition of ""Evidence""
	+ Definition of ""Proved""
	+ Definition of ""Disproved""
	+ Definition of ""Not proved""
	+ Definition of ""India""

**CHAPTER II - OF THE RELEVANCY OF FACTS**

This chapter deals with the relevance of facts in evidence.

* **Section 5: Evidence may be given of facts in issue and relevant facts**
	+ Facts in issue are those that are material to the case
	+ Relevant facts are those that have a bearing on the facts in issue
* **Section 6-13**: Various provisions governing relevance, including:
	+ Facts forming part of the same transaction
	+ Facts that are the occasion, cause or effect of facts in issue
	+ Motive, preparation and previous or subsequent conduct
	+ Facts necessary to explain or introduce relevant facts

**ADMISSIONS**

This chapter deals with admissions made by parties to a case.

* **Section 17-21**: Definitions and provisions governing admissions, including:
	+ Admissions made by a party or their agent
	+ Admissions made by a suitor in representative character
	+ Admissions made by a person interested in the subject-matter
	+ Admissions made by a person from whom interest is derived

Please let me know if you'd like me to break down any specific section further!"
2025-07-11T01:46:30.387966,uploaded,summary,<bound method BaseQueryEngine.query of <llama_index.core.query_engine.retriever_query_engine.RetrieverQueryEngine object at 0x304204d10>>
2025-07-11T01:50:14.961337,uploaded,summary,"**Relevant Evidence Clauses**
==========================

### Relevancy of Certain Evidence
#### Relevant Facts
* A statement by a deceased person, made in the ordinary course of business, is relevant if it refers to a matter into which the Court has to inquire.
* An entry in any public or official book, register, or record, stating a fact in issue or relevant fact, is itself a relevant fact.

### Relevancy of Statements
#### Under Special Circumstances
* Entries in books of account, regularly kept in the course of business, are relevant whenever they refer to a matter into which the Court has to inquire.
* A statement by a public servant in the discharge of his official duty, or by any other person in performance of a duty specially enjoined by law, is itself a relevant fact.

### Judgments and Orders
#### Previous Judgments Relevant
* A final judgment, order, or decree of a competent Court, which confers upon or takes away from any person any legal character, is relevant when the existence of such legal character is relevant.
* Such judgment, order, or decree is conclusive proof that any legal character it confers accrued at the time when it came into operation.

#### Judgments and Orders Not Conclusive
* Judgments, orders, or decrees other than those mentioned in sections 40, 41, and 42 are irrelevant unless the existence of such judgment, order, or decree is a fact in issue.
* Such judgments, orders, or decrees are not conclusive proof of that which they state."
2025-07-11T01:50:59.805784,uploaded,highlighted_clauses,"Based on the provided context information, I have identified some important legal clauses and categorized them for your reference. Please note that these categorizations are based solely on the given context and not prior knowledge.

**Presumptions**

1. **89. Presumption as to due execution, etc., of documents not produced**: The court assumes that any document requested but not produced was executed and attested correctly.
2. **90. Presumption as to documents thirty years old**: If a document is at least 30 years old, the court assumes it was written and published by the person claiming authorship.
3. **87. Presumption as to books, maps and charts**: The court assumes that any book, map, or chart produced in evidence was written and published by the person claiming authorship.

**Electronic Records**

1. **88A. Presumption as to electronic messages**: The court assumes that an electronic message corresponds with the original message sent if it was forwarded through an electronic mail server.
2. **90A. Presumption as to electronic records five years old**: If an electronic record is at least 5 years old, the court assumes it was created and stored correctly.

These legal clauses relate to presumptions made by a court of law when dealing with various types of evidence, including documents and electronic messages.

Please note that this categorization is based solely on the provided context information and not prior knowledge."
2025-07-11T01:52:10.466770,uploaded,clause_breakdown,"Based on the provided context information, I will break down the legal document into individual clauses and provide a clear explanation for each one:

**Clause 21**
Oral admissions as to contents of documents are not relevant unless:
1. The party proposing to prove them shows that they are entitled to give secondary evidence of the contents under the rules contained herein.
2. Or, unless the genuineness of the document produced is in question.

This clause establishes the conditions under which oral admissions regarding the contents of a document can be considered relevant. In essence, it requires the party seeking to prove the admission to demonstrate their entitlement to provide secondary evidence or that the genuineness of the document is being questioned.

**Clause 22**
Oral admissions as to contents of electronic records are not relevant unless:
1. The genuineness of the electronic record produced is in question.

This clause applies the same principles as Clause 21, but specifically addresses oral admissions regarding electronic records.

**Clause 23**
Admissions in civil cases when relevant
In civil cases, no admission is relevant if it was made either upon an express condition that evidence of it is not to be given or under circumstances from which the Court can infer that the parties agreed together that evidence of it should not be given.

This clause outlines the rules governing admissions in civil cases. It states that an admission will only be considered relevant if it was not made with the understanding that it would not be used as evidence, and there is no inference or agreement between the parties to keep the admission confidential.

**Clause 24**
Confession caused by inducement, threat, or promise when irrelevant in criminal proceedings
A confession made by an accused person is irrelevant in a criminal proceeding if the making of the confession appears to the Court to have been caused by any inducement, threat, or promise having reference to the charge against the accused person, proceeding from a person in authority and sufficient, in the opinion of the Court, to give the accused person grounds which would appear to him reasonable for supposing that by making it he would gain any advantage or avoid any evil of a temporal nature in reference to the proceedings against him.

This clause outlines the circumstances under which a confession made by an accused person will be considered irrelevant in criminal proceedings. It states that if the confession was caused by inducement, threat, or promise related to the charge, and was made by someone with authority, then the confession is not admissible as evidence.

**Clause 25**
Confession to police-officer not to be proved
No confession made to a police-officer shall be proved as against a person accused of any offence.

This clause prohibits the admission of confessions made to police officers as evidence in criminal proceedings.

**Clause 26**
Confession by accused while in custody of police not to be proved against him
No confession made by any person whilst he is in the custody of a police-officer, unless it be made in the immediate presence of a Magistrate, shall be proved as against such person.

This clause prohibits the admission of confessions made by an accused person while they are in police custody, unless the confession was made in the presence of a Magistrate.

**Clause 27**
How much information received from accused may be proved

(This clause is not applicable to the given context and will not be explained further.)

**Clauses 28-38 (not applicable to the given context)**

Please note that I have only explained the clauses relevant to the provided context. If you would like me to explain the remaining clauses, please let me know."
2025-07-11T01:52:58.836405,uploaded,simplified,"Here's a rewritten version of the legal document in extremely simple, everyday language:

**Evidence That Can Be Used in Court**

When deciding what happened or what someone did, we need to look at all the facts. Sometimes, people give us information or make statements that can help us figure things out.

These statements are important because they might tell us something about what really happened. Here are some examples of when these kinds of statements are important:

* If someone died and left behind a note or document that says something important.
* If someone said something in the past that is relevant to what's happening now.
* If there was an official record kept by someone doing their job, like a government worker.

We can also use maps, charts, and plans to figure things out. These are special kinds of documents that show us where things are or how they work.

**Being Careful with Questions**

When we're trying to decide what happened, we need to make sure we ask good questions. We shouldn't ask someone something just because we want to annoy them or insult them.

We also should only ask questions if we have a good reason for thinking that the answer will be important. If someone says something and then tries to deny it, we can't use evidence to contradict what they said unless there's a really good reason for it.

**Exceptions**

There are some special cases where we might need to use evidence to contradict what someone said:

* If someone is accused of doing something wrong and they say they didn't do it. We might find out later that they actually did do it.
* If someone is supposed to be impartial or fair, but they're not.

These exceptions are important because they help us make sure justice is served."
2025-07-11T02:08:38.547596,uploaded,summary,"**Relevancy of Evidence**
================================

### Introduction

This section deals with the relevance of evidence in various forms.

### Relevant Facts

* **Statement by a deceased person**: A statement made by a deceased person is relevant if it was made in the ordinary course of their business.
* **Entry in a memorandum book**: An entry in a memorandum book by a public servant or someone performing a duty specially enjoined by law is relevant if it states a fact in issue or relevant fact.

### Relevancy of Certain Evidence

* **Evidence given in a judicial proceeding**: Evidence given by a witness in a judicial proceeding, or before any person authorized by law to take it, is relevant for proving the truth of facts stated when:
	+ The witness is deceased or cannot be found.
	+ The witness's presence is unreasonable due to delay or expense.

### Relevant Entries

* **Entries in books of account**: Regularly kept entries in a business's accounts are relevant whenever they refer to a matter into which the Court has to inquire.

### Public Records and Notifications

* **Public records**: An entry in any public or official book, register, or record stating a fact in issue or relevant fact is relevant.
* **Government notifications**: Any statement of a fact of public nature contained in an Act of Parliament, Government notification, or Official Gazette is relevant.

### Judgments of Courts

#### Previous Judgments

* A previous judgment that prevents a Court from taking cognizance of a suit or holding a trial is relevant when the question is whether the Court should take cognizance or hold a trial.

#### Probate and Matrimonial Jurisdiction

* Final judgments, orders, or decrees in probate, matrimonial, admiralty, or insolvency jurisdiction are relevant if they confer or take away legal character, declare someone entitled to a specific thing, or change the title of a person.
* Such judgments are conclusive proof:
	+ That a legal character accrued at the time the judgment came into operation.
	+ That a legal character, which declares someone entitled to something, accrued at the time declared.

#### Other Judgments

* Judgments, orders, or decrees other than those mentioned in sections 40-42 are relevant if they relate to matters of public nature relevant to the enquiry."
2025-07-11T02:09:24.676124,uploaded,qa,"Q: what is this doc i uploaded about in few words
A: This document is the Indian Evidence Act, 1872."
2025-07-11T02:30:26.008192,uploaded,summary,"**Relevant Evidence in Legal Proceedings**

### Types of Relevant Evidence

* **Evidence given by a witness**: Evidence given by a witness in a judicial proceeding or before any person authorized by law to take it is relevant for proving the truth of facts stated when:
	+ The witness is deceased or cannot be found.
	+ The witness is incapable of giving evidence.
	+ The witness is kept out of the way by the adverse party.
	+ The witness's presence would require an unreasonable amount of delay or expense.

### Relevant Entries in Books of Account

* **Entries in books of account**: Entries in regularly kept books of account are relevant whenever they refer to a matter into which the Court has to inquire.
* **Illustration**: A sues B for Rs. 1,000 and shows entries in his account books showing B to be indebted to him to this amount.

### Relevant Statements in Public Records

* **Public records**: Entries in any public or official book, register, or record stating a fact in issue or relevant fact are relevant.
* **Illustration**: A sues B for a libel expressed in a painted caricature exposed in a shop window. The question is as to the similarity of the caricature and its libellous character.

### Relevant Statements in Maps, Charts, and Plans

* **Maps, charts, and plans**: Statements of facts in issue or relevant facts made in published maps or charts generally offered for public sale are relevant.
* **Illustration**: A sues B for a trespass on his land. The existence of a decree in favor of the defendant, in a suit by A against C for a trespass on the same land, is relevant.

### Relevant Judgments

* **Judgments**: Final judgments, orders, or decrees of a competent Court are relevant when they:
	+ Confer upon or take away from any person a legal character.
	+ Declare any person to be entitled to any specific thing.
* **Illustrations**:
	+ A sues B for trespass on his land. B alleges the existence of a public right of way over the land, which A denies. The existence of a decree in favor of the defendant is relevant.
	+ A prosecutes B for adultery with C, A's wife. B denies that C is A's wife, but the Court convicts B of adultery.

### Key Clauses

* **Relevance**: Evidence is relevant if it tends to prove or disprove any fact in issue.
* **Conclusiveness**: Judgments, orders, or decrees are not conclusive proof of facts stated unless they relate to matters of public nature relevant to the enquiry."
2025-07-11T03:21:15.654784,uploaded,comparison,"**Comparison of Legal Documents**

The two legal documents provided are the **Indian Evidence Act, 1872** (IEA) and the **Code of Civil Procedure, 1908** (CCP). This comparison highlights key similarities and differences in clauses, mismatched obligations or terms, and variations in parties, durations, dispute resolution, liabilities, etc.

**Similarities:**

• Both documents deal with legal procedures and evidence.
• They share a common goal of establishing the truth and determining the outcome of a case.
• Both documents provide guidelines for courts to follow when considering evidence and making decisions.

**Differences:**

**1. Purpose**

* Indian Evidence Act, 1872 (IEA): To establish the rules governing the admissibility and weight of evidence in court proceedings.
* Code of Civil Procedure, 1908 (CCP): To regulate the procedure for conducting civil cases in courts.

**2. Scope**

* IEA: Applies to all types of court proceedings, including criminal and civil cases.
* CCP: Primarily applies to civil cases, with some provisions also applicable to criminal cases.

**3. Relevancy of Evidence**

* IEA: Defines relevant evidence as that which tends to prove or disprove a fact in issue (Section 4).
* CCP: Does not provide a specific definition of relevance but outlines the types of evidence that may be considered relevant (Order XIV, Rule 1).

**4. Burden of Proof**

* IEA: Places the burden of proving a fact on the party asserting it (Section 101).
* CCP: Also places the burden on the party asserting the fact, with some exceptions (Order XIX, Rule 2).

**5. Dispute Resolution**

* IEA: Does not provide specific guidelines for dispute resolution.
* CCP: Outlines procedures for settling disputes, including mediation and arbitration (Order XXI, Rule 1-3).

**6. Liability**

* IEA: Does not address liability directly but provides rules governing the admissibility of evidence.
* CCP: Regulates liability through provisions related to damages, costs, and interest (Order XXVII, Rule 1-5).

In summary, while both documents share some similarities in their purpose and scope, they differ significantly in their specific provisions and application. The IEA focuses on the rules governing evidence, whereas the CCP regulates the procedure for conducting civil cases."
2025-07-11T03:22:47.392095,uploaded,entities,"Here are the extracted named entities categorized by type:

**People**

1. A (multiple instances)
2. B (multiple instances)
3. C (deceased father of B)
4. Deceased surgeon
5. Deceased solicitor
6. Deceased member of a merchant's firm
7. Deceased clergyman

**Organizations**

1. Merchant's firm
2. Navy (mentioned in footnote 3)

**Dates**

None mentioned explicitly, but there are references to ""a given day"" and ""on that day"" in various instances.

**Locations**

1. Bombay harbour
2. Calcutta
3. London

**Legal Terms**

1. Section 13, clause (a)
2. Will
3. Deed
4. Pedigree
5. Tombstone
6. Family portrait
7. Transaction
8. Protest
9. Memorandum book"
2025-07-11T03:22:57.575255,uploaded,entities,"Here are the extracted named entities categorized into: People, Organizations, Dates, Locations, and Legal Terms:

**People**

* None mentioned explicitly
* A (multiple instances)
* B (multiple instances)
* C (mentioned once)
* A's father (mentioned once)
* A's mother (mentioned once)
* A's agent (mentioned once)
* The Captain (mentioned once)
* A deceased headman (mentioned once)
* A deceased clergyman (mentioned once)
* A deceased surgeon (mentioned once)
* A deceased solicitor (mentioned once)

**Organizations**

* None mentioned explicitly

**Dates**

* None mentioned explicitly

**Locations**

* Bombay harbour (mentioned once)
* Calcutta (mentioned once)
* London (mentioned once)

**Legal Terms**

* Will
* Deed
* Family affairs
* Pedigree
* Tombstone
* Family portrait
* Document
* Transaction
* Suit
* Libel
* Caricature
* Protest
* Memorandum book

Note that the context does not contain explicit mentions of people, organizations, dates, or locations. However, there are many instances of A and B, which are likely to refer to individuals, but their actual identities are not specified. Similarly, there are various legal terms mentioned throughout the document, but they do not refer to specific entities."
2025-07-11T03:23:03.938903,uploaded,entities,"Here are the extracted named entities categorized into: People, Organizations, Dates, Locations, and Legal Terms:

**People**

* A
* B
* C (deceased father of B)
* Surgeon (deceased)
* Solicitor (deceased)
* Captain (deceased)
* Father (of A)

**Organizations**

* None mentioned

**Dates**

* Given day
* Certain day

**Locations**

* Calcutta
* Bombay harbour
* London

**Legal Terms**

* Section 13, clause (a)
* Relevant facts
* Judicial notice
* Oral evidence
* Primary evidence
* Secondary evidence
* Documentary evidence"
2025-07-11T03:23:19.831549,uploaded,entities,"Here are the extracted named entities categorized into: People, Organizations, Dates, Locations, Legal Terms:

**People**

* A (multiple references)
* B (multiple references)
* Captain (1 reference)
* C (1 reference)
* Father (2 references)

**Organizations**

* None

**Dates**

* No specific dates mentioned, but there are mentions of ""a given day"" and ""a certain day"" in the context information.

**Locations**

* Bombay harbour
* Calcutta
* London

**Legal Terms**

* Section 13
* Section 2
* Act 18 of 1872
* Act 10 of 1927
* Act 3 of 1951
* A.O. (Administrative Order)
* AO (Administrative Order)"
2025-07-11T03:23:27.085723,uploaded,entities,"Here are the extracted named entities categorized into: People, Organizations, Dates, Locations, Legal Terms:

**People**

* A
* B (multiple instances)
* C (deceased father of B)
* A's mother
* A's deceased agent
* Deceased surgeon
* Deceased solicitor
* Deceased member of a merchant's firm
* Deceased clergyman

**Organizations**

* None

**Dates**

* None (although there are mentions of specific days and dates, these are not categorized as separate named entities)

**Locations**

* Calcutta
* Bombay harbour
* London

**Legal Terms**

* Will
* Deed
* Section 13
* Clause (a)
* Protest
* Memorandum book
* Gazette
* Official Gazette
* Act of Parliament
* Rule of pleading"
2025-07-11T03:24:05.497573,uploaded,entities,"Here are the extracted named entities categorized into: People, Organizations, Dates, Locations, and Legal Terms:

**People**

* A (multiple occurrences)
* B
* C (the deceased father of B)
* The deceased surgeon
* The deceased solicitor
* The deceased member of a merchant's firm
* The deceased clergyman
* The Captain
* The banya (a deceased banya)
* Her Majesty's

**Organizations**

* None mentioned explicitly, but ""States"" is referred to in the context.

**Dates**

* None mentioned explicitly.

**Locations**

* Bombay harbour
* Calcutta
* London

**Legal Terms**

* Testamentary (referring to wills and deeds)
* Section 13 (clause a)
* Illustrations
* Relevant facts
* Oral evidence
* Documentary evidence
* Primary evidence
* Secondary evidence"
2025-07-11T03:26:45.179276,uploaded,entities,"Based on the provided context information, I have extracted the following named entities:

**People**

* A
* B
* C (the deceased father of B)
* Surgeon (deceased)
* Solicitor (deceased)
* Member of a merchant's firm (deceased)
* Clergyman (deceased)
* Captain (whose attendance cannot be procured)
* Headman of the village (deceased)

**Organizations**

* None mentioned in this context information

**Dates**

* None mentioned in this context information, but there are references to ""a given day"" and ""on a certain day""

**Locations**

* Calcutta
* Bombay harbour
* London
* India

**Legal Terms**

* Section 13 (clause (a))
* Relevant facts
* Oral evidence
* Documentary evidence
* Primary evidence
* Secondary evidence"
2025-07-11T03:27:25.178779,uploaded,summary,"**Relevant Facts and Evidence**
===============

### Relevancy of Certain Evidence

* **Previous Statements**: A statement made by a deceased person in the ordinary course of their business is relevant evidence.
* **Entries in Books of Account**: Entries in regularly kept books of account are relevant whenever they refer to a matter under investigation.

### Public Records and Official Documents

* **Public Records**: An entry in any public or official book, register, or record made by a public servant or another person performing their duty is relevant.
* **Maps, Charts, and Plans**: Statements of facts made in published maps or charts are relevant.
* **Government Notifications**: Statements contained in government notifications or publications are relevant.

### Judgments and Orders

#### Relevant Judgments

* **Previous Judgments**: A final judgment, order, or decree that confers or takes away a legal character is relevant.
* **Judgments Relating to Matters of Public Nature**: Judgments relating to matters of public nature are relevant.
* **Conclusive Proof**: Certain judgments and orders can be conclusive proof of the facts stated.

#### Irrelevant Judgments

* **Judgments Not Mentioned in Sections 40-42**: Judgments not mentioned in sections 40-42 are irrelevant unless they are a fact in issue or relevant under another provision of this Act.

### Illustrations

These illustrations demonstrate how judgments and orders can be used as evidence, but with limitations. For example:

* A judgment against one party is not conclusive proof for another party.
* The existence of a judgment can be relevant to show motive for a crime."
